scene_id,im_id,obj_id,IoU
48,1649,14,0.8416795922889431
48,1724,14,0.87512345001646
48,1874,14,0.8578795993255975
48,2040,14,0.7954115421002839
48,2050,14,0.8448192771084337
48,2051,14,0.8147091456649231
48,2066,14,0.830076132171729
48,2069,14,0.8386260022009118
48,2070,14,0.8533038254821372
48,2083,14,0.7937980986871888
48,2090,14,0.7815270018621974
48,2104,14,0.8022321428571428
48,2133,14,0.8243349824334982
48,2144,14,0.8145817127501591
48,2160,14,0.766298828786135
48,1587,1,0.47658260422027793
48,1588,1,0.5033302592478738
48,1589,1,0.5001734304543878
48,1597,1,0.49081576166272456
48,1605,1,0.48419613007800627
48,1608,1,0.39448271523387124
48,1609,1,0.4849873502315146
48,1611,1,0.48633776091081593
48,1619,1,0.47592245153220764
48,1622,1,0.4434445694288214
48,1624,1,0.47775891341256366
48,1626,1,0.4818351875553805
48,1631,1,0.45387816167188744
48,1639,1,0.48167954050306994
48,1641,1,0.4095841311926155
48,1643,1,0.0
48,1644,1,0.46887094462229445
48,1645,1,0.4767099483515953
48,1648,1,0.4827066157249145
48,1649,1,0.4796829537473663
48,1724,1,0.3616608952568542
48,1874,1,0.4596962072500233
48,2040,1,0.3331418064812687
48,2050,1,0.12353622442414104
48,2051,1,0.09495053321341385
48,2066,1,0.4353294537263
48,2069,1,0.44055185822179016
48,2070,1,0.4349846361387994
48,2083,1,0.4009685051012864
48,2090,1,0.422686415080607
48,2104,1,0.2827478719577988
48,2133,1,0.24132867132867133
48,2144,1,0.378619608911903
48,2160,1,0.38725258393568873
49,1,3,0.9483930211202939
49,36,3,0.9439339958747421
49,47,3,0.9362921090825758
49,58,3,0.9417974882260597
49,65,3,0.9376885634981295
49,73,3,0.935292444010893
49,91,3,0.938733552631579
49,109,3,0.9366188448340017
49,125,3,0.939475204224771
49,148,3,0.9351210367593121
49,231,3,0.9463144439710268
49,357,3,0.9311369262997524
49,521,3,0.7446808510638298
49,526,3,0.7481484446935426
49,537,3,0.7500502068522312
49,542,3,0.7475626880641926
49,552,3,0.7480482897384306
49,558,3,0.9220847273166995
49,564,3,0.7436332767402377
49,570,3,0.7446489985838559
49,576,3,0.7432837028645412
49,591,3,0.7475621647976597
49,594,3,0.9224186876470111
49,617,3,0.7452715317801769
49,629,3,0.7420668521430588
49,631,3,0.7478285460348241
49,651,3,0.7425870046268357
49,669,3,0.7427798551992999
49,762,3,0.7462203450045395
49,1024,3,0.7363842211893695
49,1036,3,0.7244518325021768
49,1052,3,0.7359679720944982
49,1067,3,0.7342756741817034
49,1095,3,0.7366198294916324
49,1102,3,0.7300867507886435
49,1130,3,0.9212865497076024
49,1144,3,0.7396737244012496
49,1150,3,0.9311482959778937
49,1157,3,0.7339442564356059
49,1168,3,0.93693454972177
49,1172,3,0.7479847908745247
49,1179,3,0.738950067883542
49,1269,3,0.9332185765474601
49,1491,3,0.9307519640852974
49,1554,3,0.879720641489912
49,1557,3,0.9107605633802817
49,1565,3,0.9001801937082363
49,1568,3,0.9118769602841703
49,1575,3,0.9090909090909091
49,1582,3,0.927383507050889
49,1587,3,0.9191331316766856
